Dimension1,Dimension2,Dimension3,Dimension4,Dimension5,Dimension6,Dimension7,Dimension8,Dimension9,Dimension10,Label
0.2790854571813724,0.2809141315943154,-0.6350869273160084,-0.20805944621405295,0.5950188636685304,-0.23906639682799663,1.5192491271354482,-0.570204750839724,-0.29409811488288046,0.3749002328221185,0.0
-0.3883931579633164,-1.0557343318118144,-0.2527478999642688,-0.7758468456387348,0.7496719164094278,-1.2435329364926182,-0.23142107250793348,0.8078797144110176,0.29927315915896874,0.20513933288582994,1.0
4.367316986454466,-0.7803881597779818,-1.8895741863693034,0.24752150776051082,-1.6749103198057957,2.7402512074070997,-0.14986607194751483,-0.9196955299462813,1.4082439588301834,-0.6828359438719634,0.0
3.4478650605470076,-2.471730910845748,-0.4557375962931594,-0.39639504565844147,-1.1016116816651804,-0.18916125464783184,1.628796900727473,-0.8571948859921928,1.2675233562183792,-0.48955837912840916,0.0
1.745928152925801,-0.4389619267347265,-1.0446387769596444,-0.5877156616536007,-0.5919540308519902,-0.22371129237652349,0.5354238165534625,0.09932257024465299,1.4746694994202494,-0.8480582473874568,0.0
0.9744353739499313,-0.984480552149607,-0.09442123673686328,0.7135363658253154,0.10789931913966344,0.18236572445862664,-0.7254378333434022,-0.6628632847389683,-0.2807103665173448,-0.36941484808062064,1.0
3.1710841859272385,2.8370277751443753,-2.8153525790230103,0.16061690769493922,3.9944498880850934,0.03436127780500007,-0.4104733848362091,-0.24489781123107018,1.2039976312514094,1.037142128117308,1.0
-5.74592669964048,1.969133788664602,0.47386634867569927,-0.08054884324533135,0.6050517381635816,0.28619596854119145,1.728226526072923,-0.6913997295448817,-0.37299787051457894,0.8522838087175741,0.0
-2.062224912092591,1.854965958897809,-0.766778503616156,1.5929404480765368,0.42572474474666716,-0.14943698013321763,1.073171815551118,0.0963732087303683,0.18322591796206836,0.0796999571810622,0.0
-2.666162892413059,-0.24900277016723082,0.32166105099973424,1.3842237944070612,-0.47051144759336194,0.1281963426843198,-0.26930662036955955,0.4506581757360167,0.47743378603014053,-0.28051745528647404,0.0
5.785059723091815,-1.2343672731405972,0.19385407047281722,3.6413755716856273,-0.7201353575935071,0.2194557884299156,0.38245713225480066,-0.2344200858417761,0.7677847588586447,0.7883891801841136,1.0
-2.077362255168906,1.4139198623789788,0.6843584073471204,1.201730540381196,-1.370712965843786,-1.4797077984338178,-0.4439597141375572,-0.25611531287498657,0.4478208114195339,-0.31112156433179355,0.0
-0.1606387087342774,-1.125141838038074,0.4029481928588065,0.8964677200761301,0.13811528706013837,-0.019839799069411513,-0.8218035374094033,-0.6029131150401482,-0.7923920816182627,-0.42241354512115464,1.0
-0.10698838623126739,-1.1945536910603496,0.8066012429949637,-1.0881158523336834,-0.28708924116830764,0.08276683795494258,-0.2188564612322147,-0.3588358847225696,-0.3156822158973433,1.1482264431766345,1.0
0.8965572095910815,0.5412087452039817,-0.5907542351571952,-2.0516896048534305,-1.2213485977495935,-1.1345860649689243,1.1514296935477857,0.7648572635609584,-0.17144256244652203,1.1249445535553497,0.0
