Dimension1,Dimension2,Dimension3,Dimension4,Dimension5,Dimension6,Dimension7,Dimension8,Dimension9,Dimension10,Label
2.308191900898803,1.2669177416790323,-2.7310763404571254,-0.3406732930202211,-0.615681659543136,3.6739987734592674,-0.5468916085523758,2.1266496389283147,-1.4958601360959924,-0.4286257699344426,1.0
-0.6976234570192175,2.055919743608515,-2.033025494961891,-1.2899113903440433,-1.0574493880194387,0.5617765411598773,2.118856421910611,0.03868011572072493,-0.18706806552451652,-0.5162746404633365,0.0
0.6227661340659817,-1.3911105386261782,-0.4613234994928757,-0.1321438452985917,-0.35395422032679413,0.24141623196981113,-0.18633288945196297,-0.3579140197976187,-0.027015280894230262,-0.3493525130569532,1.0
2.948394214258684,0.14785105477005733,-0.6751417074255165,-2.184206810748522,1.056032483469998,-0.8090490279721815,-0.6365411440886433,0.9105108660234023,0.40173990098786533,1.0881636628671827,1.0
3.383024271555186,1.4215295531237002,-1.4002681869602733,0.8670101028426591,-0.03522014341692731,-1.6992796469719849,-1.4705073595620841,-0.14751645630089555,-0.3278381879174799,-0.9926239103993768,0.0
-0.4046811746144018,-0.9850457031585974,-0.011697594417060272,-1.5840296786943442,-0.3671466027648551,0.22725269858841596,-0.49604771136987263,-0.5266499234768678,-0.5784353848019924,-0.6418688799500153,1.0
-3.730396232485041,-0.46130897035798857,0.5807641585708226,-0.6552909119804962,0.03295429069160763,-0.5977307353845578,-0.42845405275445103,0.6406406674658802,-0.2961063202467074,0.21054611513092053,0.0
-2.3137674400844905,3.017283285395823,-1.4871112171429188,-0.9825359375129111,-1.4339582382470253,1.4945553136100507,0.26105062668191686,-0.6368872581324602,0.017861544311672563,0.053647295601500465,0.0
-0.9991861738369906,1.993080621431815,-0.8120964045034631,1.9593068709740025,1.460474050795312,-0.8322944213004296,0.5099839686984486,-0.39656062981291007,0.47153200274228374,0.25197358240076034,0.0
-1.3296634320548153,0.2735342096062124,-0.11460158639773578,-0.8626703339998321,0.5328053116427927,-1.7201783605017176,-0.9532490083359828,0.02657631339295,0.2520314470472222,-0.2293368328179379,1.0
0.6232319686549634,-0.20443777816659622,-0.8347939635698856,-0.19852988498615792,-0.7143095579416847,-1.240978623513643,0.12236695722587916,-0.9705823470601572,1.4647419176074448,-0.388515449389771,0.0
5.258615182295522,3.464469206186509,8.409242596892156,-1.5108673904238064,-0.3694843343706629,2.087034865867223,1.26645404703723,0.0032743234714445826,1.0928456263953865,0.2953816574551771,0.0
-2.6408348269813797,-3.3787394871077594,1.4516406216641806,0.7754379923619801,1.76460296325206,1.1670871598923696,0.27492184082938564,0.7622450365746669,0.8583147308285043,-0.47529601160193236,1.0
0.3717979478221886,0.2476454406473816,-1.3023247784217638,-0.7419322037391489,2.637444438235645,0.15002552306712225,-0.2492492683870338,-1.2026650860310597,0.7728649814906535,0.26271620013127017,1.0
-1.5851618646730308,-1.2250354989309924,0.003905477480462523,0.6273567347103842,1.253410344374886,0.31797218306991365,0.5502547589749269,-0.5094197164396609,-1.0900143420357407,0.3753735360606042,1.0
-5.31541726926555,-2.0197357333585457,1.753148258514748,2.6534903200041984,1.0378584023505375,-0.30306063736842886,-0.2987995120433809,0.49273394476884874,1.351352374959428,0.8026366082667967,0.0
-1.8064063845245564,-1.1145173645687647,0.06168087778964412,0.5295368903530594,-0.18145465534101585,0.07213613080940263,0.3520013666659075,0.07520299401446338,0.06850482533747547,-0.2805096086249852,0.0
0.30567920207780613,-0.8784866725033064,-0.6050456054475506,0.004858091636553514,1.124351816547674,0.07053032183250121,0.5361570996582633,-0.05953754006049064,-0.7189220388567306,-0.7310288254045872,1.0
-3.1547784381760806,-0.2706668586841444,0.28835775305185307,1.3140117549318198,-0.22471945295086565,0.017518263684501902,-0.26636091934173256,0.8560993215963129,0.12175292162090355,-0.24389877296987858,0.0
-0.4293177415422821,0.10811601908359034,-0.5083997305404093,0.664549143491957,-0.41321818505461694,-1.183131710936667,-0.0029198549082658522,0.6980680514386312,0.37082671690106567,-0.2577325767443235,0.0
-4.116836407743285,0.9856621540865773,1.0404468038980026,0.8688865492602132,-0.5221895164816708,-0.3638759525979969,-0.6557952643169314,0.5630402011260833,0.12404321143001994,-0.10253794426575154,0.0
7.405367306664185,1.0649421858007027,4.294527845653917,0.5365196761344533,0.2263951704826664,0.26264088843637273,0.3870082987500586,-0.06724474276012289,-0.6664969269273021,-0.7108586496084679,1.0
1.9877810705541625,-2.375769501030084,0.26451979414460614,-0.9162490866240832,-1.3313868196189884,1.4430733963021543,1.0145234915686607,-1.434981778656152,1.6794055600738615,-0.4976682745637362,0.0
-1.7996069780226527,1.9654993553753228,-0.6769963982874679,1.4878189007553746,1.3476914951820824,-0.8720325756163272,0.8575648689720715,-0.5698409494193923,0.19496110008307835,-0.03883097310630848,0.0
0.7385425795944099,-1.220537558798592,-0.25589975175561064,-0.3874659705835814,-0.6440036978202249,0.32072084501449055,-0.3953906864881804,-0.817320863423628,-0.2672471673787576,-0.5740398421114067,1.0
5.80313247570494,-1.5234353066616781,-0.4576781173063314,1.5357419132159285,-0.20476551180613956,-0.6462092277039276,-0.18770267843821162,-0.049368435147670066,-0.7809694245638084,0.7323017287417765,1.0
-0.9982273259934937,-1.4262849092015109,0.7191524822017635,0.11489008637796781,0.24394224402371267,-0.24577953854111925,-0.9309780325060923,-0.7298604161602927,-0.36623289579349894,-0.0017659159436892132,1.0
-2.5923601389015793,-2.2929697691382467,1.4390809102940367,-0.47743514745746257,0.7840504158009475,0.6097302709643398,-0.2583000218939128,-0.06542223574789688,0.17429788257656323,-0.09571864640106231,1.0
2.058545593947904,-0.09490528718121222,-0.3687473287323436,0.6782299949914053,0.6229648840210853,-1.028567440082457,-0.002331457470788243,-0.28560584489502433,-1.4112756417378522,0.1672171371529393,1.0
-1.1753613592182477,-0.49558696269509994,0.32122535089135645,-1.569120202295997,-0.4333971569698216,-0.050504338728102255,-0.6317063837293853,-0.43245397639731187,-0.6204004610885357,-0.29752718768020336,1.0
6.12064210856184,2.4686280253630675,6.214482132772334,-0.4730038800591983,-0.29343710827761577,0.8954411708866404,0.9835197932144896,-0.3729328708455348,0.8368857860163051,-0.09587340137138585,0.0
-2.9917842088977014,-0.9012128551605705,0.2544774616925252,0.33961052598816055,-0.5043293820067507,0.049089999853767434,0.18369301134735236,0.43329305943749274,0.4658298380371638,-0.026723167504193776,0.0
2.6249666582358815,-1.6096490115723234,-0.7687302625980588,0.6804467069042686,1.3469645771422818,-0.33936899102742424,-0.23177431994466524,0.6961372603657093,0.3593981460426661,-1.1972757985059443,1.0
0.5679882117199397,-0.46939424801765967,-0.15800488745005248,-0.34701087933739744,-0.94251819441032,-0.23128112884716925,-0.7172786375725902,-0.5581747176785348,-0.8953687452537781,0.3434314419164451,1.0
-4.131912022934904,0.05269314915122009,0.5889630705249593,-0.9252330768159472,-0.6423885028888776,-0.4149585104353904,-0.36442226197846933,-0.006183109477900621,0.16859508310489993,-0.08588979396174025,0.0
5.508341944344086,3.601011119671327,5.247175057341785,0.7886101666546078,0.37739129953347134,-0.5136798268812219,-0.4626940529649164,0.23305724989248017,-0.5409901805950956,-0.7154763489453407,1.0
-5.813249697699166,-0.4745015586970963,1.2382596503627836,0.14227437965605277,-0.04376499554865431,-0.0049217731378395045,0.26513454680024495,0.9884561695157074,0.8049931415796021,-0.13547183201447796,0.0
-1.1299321816159045,-3.0840445892311026,1.0427398044649572,2.3920216322200227,1.065170316761156,0.15026459402909978,-0.555093766992706,0.06557350842691319,0.013434349769327402,0.642852969997414,1.0
5.089835804347805,-2.054291229642976,0.36666361916904905,0.46666907027193266,-0.09985210689256842,-0.5049079190307187,0.39874480296841763,-0.40319546347668644,0.2275242230382391,1.5316071894140604,1.0
0.9917257562121515,2.279323711806802,-1.3568009639698277,1.6698942402303136,0.3808765115509825,0.3436544366410131,0.7878161923557555,-0.23565997441756228,-0.12887006618714583,-0.8380293152815101,0.0
-0.6009610590337255,-0.9123979989705445,-0.09552811854104136,0.11501993029094701,0.0769396648167459,0.23614530134517434,-0.5490226587115213,0.1857634450405055,-0.41307724755187875,-0.7101653918459455,1.0
1.6785990525674805,1.2080392093772832,-0.944319724290159,-0.9533668092403277,-1.3650629438909294,-0.7559679540487146,1.3326831837731001,0.5693442311395305,0.2267897769120155,0.46331524917452527,0.0
-4.9764785351096865,-0.5193084321098351,1.2274513209502085,0.4457141511958269,0.1388253067425714,-0.39557179413876026,-0.40419280971666816,0.5411912067912124,0.2564103724168842,0.09417498429998428,0.0
-0.4080463067909829,3.509694075660776,-1.4181762704180072,0.8544212427390873,0.9113208329986828,-0.947367045918772,-0.3367260946989144,-0.5631784492320114,0.4858425084926505,0.20530825418688023,0.0
8.641455678490308,3.9417409525676574,3.7000895664147793,5.112671011669365,-0.2608687717860508,-0.2481922383331871,-1.1882887815178478,-0.4692586212429351,-0.49353123901586204,-1.805997317769129,1.0
3.897426726951283,-0.14075078474065233,-1.754055767767319,-0.978579616717825,0.4802935458321752,-0.1773709911673665,-0.9058121117344301,0.5601474751248207,0.22705315206553636,0.1147697924404162,1.0
0.5203249210178963,-0.031190346883510484,-0.0639466692383645,0.6422981884629467,-0.8071244597397839,-0.5343000678929787,-1.1009420805940442,-0.908642905739161,-0.8184389007164466,-0.3694478292356376,1.0
-1.4867782900264697,-2.538436381533118,0.849043255733612,1.023537261942251,1.0369966194385662,0.6739542130013148,0.1506882713269539,1.2004178327342694,-0.10302663096174552,0.341235662867401,1.0
-5.7916206125935705,-0.1336690415304836,1.2172262890826393,1.09134188040268,-0.464118908164051,0.4964422312524935,-0.280048353414341,0.881470297106734,0.6779696354115212,0.34703610190381445,0.0
0.259712742247214,-0.6840166841283915,0.2663273536272782,0.257930120416627,-0.07467866968420724,-0.9256395059574725,-0.34676902488394706,0.5063205871103581,-0.6821611802550328,0.2540635211494663,1.0
-1.629221843648866,-1.4137964700453722,0.2380177356047569,2.3669620621645975,-0.11347029035014888,0.03900537275055158,-0.05362384881741067,0.23473162794484315,0.37205897589409553,-0.5445686702999308,0.0
4.251613025872852,-2.0013090601034826,-0.8381326821342464,2.36903328262915,-0.7311283665841218,-0.05817411711361702,0.57097356760562,-1.0497894046046015,1.1242063421783104,-1.1161300777385936,0.0
-0.7469477276366117,-1.5347373272282638,0.19681855278514343,-1.4233449279490913,1.086625335963169,-0.49544660589385753,0.4335870542997156,-0.19438901426213157,0.32263951996605705,-0.6865410750086937,1.0
-4.6351812193839965,0.6936488360892743,0.8619153993424474,-0.14261460954635638,-0.6812089600996246,-0.29364051055698986,-0.6046919305786282,0.14694147504196722,0.38915680187884544,0.016267749525757786,0.0
-2.671257243588669,-2.8338271375602195,0.7398026618168866,0.6308721897886278,1.0878906244977173,1.1590651665576197,0.4143514662038302,1.1387554897508991,0.18795114346735006,-0.8648491129000838,1.0
0.31322485212118617,0.06978151655481096,-1.4288582193986512,-1.3310570133171062,1.641576964283007,0.26751365151453615,1.002604339172454,-0.26743036378057594,0.04240940510035038,-0.5666300977112324,1.0
