IdVia$Nome$IdConcelho$Tipo
85$Rotunda da Decatlon 0$5$unknown
86$Rotunda da Rua das Cilhas 91$5$unknown
87$Rua 31 de Janeiro$5$unknown
88$Rua Barreiro 54$5$unknown
89$Rua Boavista 15$5$unknown
90$Rua Caião .$5$unknown
91$Rua Carlos Aleluia 0$5$unknown
92$Rua Cega 241$5$unknown
93$Rua Cega 283$5$unknown
94$Rua Club Galitos 9$5$unknown
95$Rua Cónego Maio 111$5$unknown
96$Rua Cónego Maio 148$5$unknown
97$Rua Cónego Maio 222$5$unknown
98$Rua Direita 258$5$unknown
99$Rua Direita 302$5$unknown
100$Rua Direita 374$5$unknown
101$Rua Dom João Evangelista deLima Vidal 0$5$unknown
102$Rua Dom Sancho I 40$5$unknown
103$Rua Dom Sncho I 35$5$unknown
104$Rua Doutor José Marques daGraça 46$5$unknown
105$Rua Doutor Lourenço Peixinho 61$5$unknown
106$Rua Doutor Marques da Costa 82$5$unknown
107$Rua Elisio Filinto Feio 0$5$unknown
108$Rua Engo Erick Robert Ziepprich80$5$unknown
109$Rua Granja de Baixo 20$5$unknown
110$Rua Infância 117$5$unknown
111$Rua João Francisco do Casal 0$5$unknown
112$Rua Lavadouros 0$5$unknown
113$Rua Professora Justa Ferreira Dias$5$unknown
114$Rua República 35$5$unknown
115$Rua Sport Clube Beira Mar 0$5$unknown
116$Rua da Amarona 0$5$unknown
117$Rua da Boavista 0$5$unknown
118$Rua da Sofia .$5$unknown
119$Rua do Barreiro 154$5$unknown
120$Rua do Correguinho$5$unknown
121$Rua do Emigrante$5$unknown
122$Rua do Lamarão$5$unknown
123$avenida 25 de abril$5$unknown
124$rua direita$5$unknown
125$IC35$6$unknown
126$Rua Gração de Além$6$unknown
127$Rua Nova Quatro$6$unknown
128$Rua Strecht Vasconcelos$6$unknown
129$Avenida São João de Deus 2024$7$unknown
130$Beco da Rua da Lomba 675$7$unknown
131$Rotunda da A41 000$7$unknown
132$Rua 19 000$7$unknown
133$Rua 33 1331$7$unknown
134$Rua 8 579$7$unknown
135$Rua Guimbra 774$7$unknown
136$Rua Lagarta 224$7$unknown
137$Rua Monte Lírio 159$7$unknown
138$Rua Ponte D'Anta 00$7$unknown
139$Rua Ponte D'Anta 0000$7$unknown
140$Rua São Martinho de Anta 00$7$unknown
141$Rua da Tuna Musical de Anta 806$7$unknown
142$Rua de Esmojães 0$7$unknown
143$Rua de Esmojães 570$7$unknown
144$Rua do Calvario 201$7$unknown
145$Rua do Calvário 372$7$unknown
146$Rua do Souto 320$7$unknown
147$Rua do cruzeiro 11$7$unknown
148$Variante Rua 19 000$7$unknown
149$Variante da rua 19 00$7$unknown
150$R. João Carlos Assis 7$8$unknown
151$RUA CONSELHEIRO JOSÉLUCIANO DE CRASTO$8$unknown
152$Rua Agostinho Leite 75$8$unknown
153$Rua Comendador Adelino DiasCosta$8$unknown
154$Rua Desembargador Correia Teles$8$unknown
155$Rua Doutor António Duarte deOliveira$8$unknown
156$Rua Doutor João Carlos Assis$8$unknown
157$Rua Dr. Alberto Oliveira Canelas$8$unknown
158$Rua Júlio Narciso Neves 60$8$unknown
159$Rua Miguel Valente de Almeida$8$unknown
160$Rua Professora Cecília Oliveira$8$unknown
161$Rua Visconde de Salreu$8$unknown
162$Travessa da Carrapata$8$unknown
163$Ava 25 de Abril 60$9$unknown
164$Ava Fernandes Lavrador$9$unknown
165$Ava José Estevão 211$9$unknown
166$Ava Pedro Alvares Cabral$9$unknown
167$Avenida José Estevão$9$unknown
168$ER335$9$unknown
169$RUA S. FRANCISCO XAVIER$9$unknown
170$Rua 4- Zona Industrial da Mota -Gafanha da Encarnação$9$unknown
171$Rua Afonso de Albuquerque$9$unknown
172$Rua Bolais Monica$9$unknown
173$Rua Ilhavo$9$unknown
174$Rua José Estevão 1$9$unknown
175$Rua Prior Valente 29 A$9$unknown
176$Rua Professor Francisco Corujo$9$unknown
177$Rua Sacadura Cabral 256$9$unknown
178$Rua Sacadura Cabral 56$9$unknown
179$Rua São Francisco Xavier$9$unknown
180$Rua Tomé Barros Queirós$9$unknown
181$Rua Vasco da Gama$9$unknown
182$Rua Vasco da Gama 120$9$unknown
183$Rua da Légua - Ílhavo$9$unknown
184$Rua de Baixo 55$9$unknown
185$Rua de Ilhavo 277$9$unknown
186$Rua de Ribas$9$unknown
187$Rua de Ílhavo$9$unknown
188$Rua do Esteiro Oudinot$9$unknown
189$Rua dos Extremos$9$unknown
190$Rua são Francisco Xavier$9$unknown
191$EM617$10$unknown
192$Largo do Chafariz$10$unknown
193$Rua Mário Navega$10$unknown
194$Rua da Feira$10$unknown
195$AVENIDA SAO MATEUS$11$unknown
196$EN109-5$11$unknown
197$EN327$11$unknown
198$Rua Santa Mafalda$11$unknown
199$Ava António José de Almeida$12$unknown
200$EN224$12$unknown
201$Largo da Feira dos 27$12$unknown
202$Largo das Vendas$12$unknown
203$Rua 5 de Janeiro$12$unknown
204$Rua 5 de outubro$12$unknown
205$Rua Anibal Beleza 427$12$unknown
206$Rua Clube Desportivo deCucujães$12$unknown
207$Rua Conselheiro Doutor AlbinoSoares dos Reis$12$unknown
208$Rua Cónego Leite Rainho$12$unknown
209$Rua Cónego Pires Valente$12$unknown
210$Rua Francisco Oliveira e Sousa$12$unknown
211$Rua José Maria Pinto$12$unknown
212$Rua Manuel Ferreira SilvaBrandão$12$unknown
213$Rua Manuel Magalhães$12$unknown
214$Rua Manuel Pereira Godinho$12$unknown
215$Rua Professor Silva Pinto$12$unknown
216$Rua São Salvador$12$unknown
217$Rua Tomás Figueiredo AraújoCosta 74$12$unknown
218$Rua Tomás Figueiredo Costa$12$unknown
219$Rua de Saril$12$unknown
220$Rua do Caima$12$unknown
221$Rua do Cavalar$12$unknown
222$Rua do Mosteiro$12$unknown
223$EN235$13$unknown
224$Rua 18 de Fevereiro$13$unknown
225$Rua Fonte do Lugar$13$unknown
226$Rua Nova 8$13$unknown
227$Rua de Santo Amaro 36$13$unknown
228$Rua do Paraíso 60$13$unknown
229$Rua dos Carris$13$unknown
230$A29$14$unknown
231$ACC-A29$14$unknown
232$Ava 29 de Março$14$unknown
233$Avenida Dom Manuel I 28.5$14$unknown
234$Avenida Doutor Francisco SáCarneiro 1520$14$unknown
235$Avenida Doutor Francisco SáCarneiro 1524$14$unknown
236$Avenida Régua 1230$14$unknown
237$Avenida da Régua 446$14$unknown
238$EN109$14$unknown
239$Estrada Marinha 00$14$unknown
240$RUA DE OLHO MARINHO- ARADA- OVAR$14$unknown
241$Rotunda Sáo Cristovão 0$14$unknown
242$Rua Associação DesportivaOvarense 0$14$unknown
243$Rua Cimo de Vila 1648$14$unknown
244$Rua Cimo de Vila 326$14$unknown
245$Rua Corga do Norte 565$14$unknown
246$Rua Couto 586$14$unknown
247$Rua Estrada Nova 1250$14$unknown
248$Rua Florestal$14$unknown
249$Rua Francisco Ramada$14$unknown
250$Rua Guilhovai 0$14$unknown
251$Rua João Rodrigues OliveiraSantos$14$unknown
252$Rua Monsenhor Miguel Oliveira1091$14$unknown
253$Rua Monsenhor Miguel Oliveira48$14$unknown
254$Rua Nova da Madria 00$14$unknown
255$Rua Pardala 31.8$14$unknown
256$Rua Pedro Homem de Melo$14$unknown
257$Rua Pia dos Cavalos$14$unknown
258$Rua Pia dos Cavalos 134$14$unknown
259$Rua Ponte Reada 33$14$unknown
260$Rua Sobral 116$14$unknown
261$Rua da Floresta - Maceda$14$unknown
262$Rua da Torre$14$unknown
263$Rua das Cavadinhas$14$unknown
264$Rua de Enxemil$14$unknown
265$Rua de Olho Marinho$14$unknown
266$Rua de Pardilhó$14$unknown
267$rua alexandre sá pinto - esmoriz$14$unknown
268$rua do cruzeiro$14$unknown
269$ACS-A32$15$unknown
270$Av. Dr. Francisco Sá Carneiro$15$unknown
271$Ava Doutor Francisco Sá Carneiro1500$15$unknown
272$Ava Nova de Courosa$15$unknown
273$Ava Santiago 67$15$unknown
274$Ava São Cristovão$15$unknown
275$Avenida 5 de Outubro 47$15$unknown
276$Avenida Comendador Sá Couto$15$unknown
277$Avenida São Cristovão$15$unknown
278$Avenida do Monumento$15$unknown
279$Avenida do Sarrilha$15$unknown
280$Avenida dos Monumentos$15$unknown
281$EN109-4$15$unknown
282$EN223$15$unknown
283$RUA CAMILO CASTELO BRANCO -FIÃES$15$unknown
284$RUA DE ALDRIZ - ARGONCILHE$15$unknown
285$Rua Armando Pinto Assunção$15$unknown
286$Rua Barreiro$15$unknown
287$Rua Central de Goda 210$15$unknown
288$Rua Comendador Sá Couto$15$unknown
289$Rua Comendador Sá Couto 0$15$unknown
290$Rua Comendador Sá Couto 818$15$unknown
291$Rua Dos Moinhos$15$unknown
292$Rua Doutor Alfredo Valente daSilva Terra 41$15$unknown
293$Rua Doutor Crispim Borges Castro38$15$unknown
294$Rua Doutor Santos Carneiro 0$15$unknown
295$Rua Doutor Santos Carneiro 14$15$unknown
296$Rua Ferreira de Castro 17$15$unknown
297$Rua Monte do Outeiro 128$15$unknown
298$Rua Pinho Leal$15$unknown
299$Rua Principal 1004$15$unknown
300$Rua Professora Dona Clotilde$15$unknown
301$Rua São José 664$15$unknown
302$Rua Terras de Santa Maria$15$unknown
303$Rua da Arnoia$15$unknown
304$Rua da Cobaixa$15$unknown
305$Rua da Estrada Nacional 327 8$15$unknown
306$Rua da Estrada Nacional 70$15$unknown
307$Rua da Gandara 543$15$unknown
308$Rua da Pena 174$15$unknown
309$Rua da Sernada$15$unknown
310$Rua da Silva$15$unknown
311$Rua das Cavadas$15$unknown
312$Rua das Custouras 7$15$unknown
313$Rua de Argoncilhe$15$unknown
314$Rua de Barrosas$15$unknown
315$Rua de Dentazes 353$15$unknown
316$Rua de Ermilhe 572$15$unknown
317$Rua de Fornos 349$15$unknown
318$Rua de Goim 351$15$unknown
319$Rua de Meladas 1007$15$unknown
320$Rua de Murtosa 122$15$unknown
321$Rua de São José 2133$15$unknown
322$Rua de São Martinho - Argoncilhe$15$unknown
323$Rua de Vilas$15$unknown
324$Rua do Agro$15$unknown
325$Rua do Bonjardim 246$15$unknown
326$Rua do Castis 23$15$unknown
327$Rua do Ribeirinho$15$unknown
328$Rua do Rio$15$unknown
329$Rua do Sabão 1133$15$unknown
330$Rua do Serrão$15$unknown
331$Rua do Viaduto$15$unknown
332$Rua dos Correios 45$15$unknown
333$Tv Ribeirinha - Sanfins - VFR$15$unknown
334$VIA ESTRUTURANTE DEESPARGO - PAÇOS BRANDÃO 0$15$unknown
335$rua Principal-Inha-Canedo$15$unknown
336$rua de macieira$15$unknown
337$rua padre castro$15$unknown
338$Avenida Doutor Renato Araújo 0$16$unknown
339$Avenida Doutor Renato Araújo 00$16$unknown
340$Avenida Doutor Renato Araújo199$16$unknown
341$Avenida Doutor Renato Araújo2038$16$unknown
342$Avenida Liberdade 671$16$unknown
343$Avenida Liberdade 838$16$unknown
344$Avenida Vale 00$16$unknown
345$Avenida dos BombeirosVoluntários 00$16$unknown
346$Rua Alexandre Herculano 432$16$unknown
347$Rua Alão de Morais 361$16$unknown
348$Rua Bombeiros Voluntários 0$16$unknown
349$Rua Camilo Castelo Branco 12$16$unknown
350$Rua Dom Afonso Henriques 00$16$unknown
351$Rua Domingos José de Oliveira 0$16$unknown
352$Rua Grupo Patriótico Sanjoanense831$16$unknown
353$Rua José Soares da Silva 320$16$unknown
354$Rua João de Deus 73$16$unknown
355$Rua João de Deus 87$16$unknown
356$Rua Madeira 00$16$unknown
357$Rua Mestre Aviz 216$16$unknown
358$Rua Oliveira Junior 505$16$unknown
359$Rua Oliveira Júnior 737$16$unknown
360$Rua Oliveira Júnior 881$16$unknown
361$Rua Padre Américo / Avenida doBrasil 32$16$unknown
362$Avenida comendador augustomartins pereira$17$unknown
363$Rua da Indústria$17$unknown
364$AVENIDA PADRE CREOULO$18$unknown
365$Rua /Arruamento$18$unknown
366$Rua Alta Tensão$18$unknown
367$Rua Candido dos Reis 500 A$18$unknown
368$Rua D. Alda dos Santos Vitor$18$unknown
369$Rua Direita 61$18$unknown
370$Rua Doutor João Rocha$18$unknown
371$Rua Doutor Santos 68$18$unknown
372$Rua Padre Creoulo$18$unknown
373$Rua Real$18$unknown
374$Rua da Cabine$18$unknown
375$Rua do Campo de Futebol$18$unknown
376$Rua do Labrego$18$unknown
377$Rua dos Cambões$18$unknown
378$Rua dos Netos$18$unknown
379$Ava Engenheiro Ilidio Pi nho 344$19$unknown
380$Ava Engo Ilidio Pinho$19$unknown
381$Ava Miguel Bombarda 90$19$unknown
382$Ava Vale do Caima 83$19$unknown
383$Ava do Milénio$19$unknown
384$EM548$19$unknown
385$EM550-4$19$unknown
386$EN328$19$unknown
387$Largo do Cimo da Eira 4$19$unknown
388$RUA  Nossa Senhora Do Desterro$19$unknown
389$RUA REVERENDO ANTÓNIOHENRIQUES TAVARES$19$unknown
390$Rua Guerra Junqueiro$19$unknown
391$Rua Nossa Senhora do Carmo -Salgueira - Arões$19$unknown
392$Rua Padre Joaquim ValenteMartingo$19$unknown
393$Rua Prior da Lapa$19$unknown
394$avenida Milénio$19$unknown
395$EM527-2$20$unknown
396$Praça da Republica$20$unknown
397$Rua Newtel e Silva$20$unknown
398$Rua Santa Bárbara 10$20$unknown
399$Rua de Montes Velhos$20$unknown
400$Travessa do Valverde$20$unknown
401$EM1139$21$unknown
402$Monte dos Mestres$21$unknown
403$Rua José Caetano da Ponte 16$21$unknown
404$EN257$22$unknown
405$RUA 1o DEZEMBRO$23$unknown
406$Avenida Brasil 1$24$unknown
407$Avenida Fialho de Almeida 0$24$unknown
408$Avenida Salgueiro Maia 00$24$unknown
409$Caminho vicinal$24$unknown
410$Carreira dos Seguros 000$24$unknown
411$EM1045$24$unknown
412$EM528-2$24$unknown
413$EN391$24$unknown
414$Estrada Nova Baleizão para Neves$24$unknown
415$Estrada da BA 11 - Beja$24$unknown
416$Largo Conceição 4$24$unknown
417$Rua Afonso Henrique 1$24$unknown
418$Rua Conde da Boavista 000$24$unknown
419$Rua Dom Afonso III 00$24$unknown
420$Rua Dom Afonso III 1$24$unknown
421$Rua Fonte Mouro 15$24$unknown
422$Rua Fonte Mouro 19$24$unknown
423$Rua Francisco Miguel Duarte 0$24$unknown
424$Rua Francisco Miguel Duarte 20$24$unknown
425$Rua General Teófilo da Trindade138$24$unknown
426$Rua Luís de Camões 56$24$unknown
427$Rua Professor Bento de JesusCaraça 68$24$unknown
428$Rua Sidónio Pais$24$unknown
429$Rua Zeca Afonso 0$24$unknown
430$Rua Zeca Afonso 8$24$unknown
431$Rua de lisboa 00$24$unknown
432$Rua do Poço 6$24$unknown
433$Traseiras Mercado Municipal 7800$24$unknown
434$Ava General Humberto Delgado$25$unknown
435$Ava Nossa Senhora da Esperança60$25$unknown
436$EM394$25$unknown
437$Rua Fialho de Almeida 25 A$25$unknown
438$Rua de Castro Verde$25$unknown
439$EN258-1$26$unknown
440$EN387$26$unknown
441$ESTRADA DA CIRCUNVALAÇÃO$26$unknown
442$Rua 1o de Maio$26$unknown
443$Rua 1o de Maio 8$26$unknown
444$Rua de Serpa Pinto - Cuba$26$unknown
445$A2$27$unknown
446$EM1043$27$unknown
447$EN121$27$unknown
448$EN259$27$unknown
449$EN383$27$unknown
450$Largo D Luís MaldonadoPessanha$27$unknown
451$Rua Infante Dom Henrique$27$unknown
452$Rua de Lisboa$27$unknown
453$EM505$28$unknown
454$EN122$28$unknown
455$ER265$28$unknown
456$ER267$28$unknown
457$Largo Sra Conceição$28$unknown
458$Rua José Carlos Ary dos Santos$28$unknown
459$Rua Junto Casa Mortuária$28$unknown
460$EM1038$29$unknown
461$EM517$29$unknown
462$EN255-1$29$unknown
463$EN385$29$unknown
464$EN386$29$unknown
465$ER255$29$unknown
466$Largo São Francisco 0$29$unknown
467$Praça Sacadura Cabral 0$29$unknown
468$Rua Amareleja s/n$29$unknown
469$Rua Catarina Eufémia 3$29$unknown
470$Rua Engenheiro ArmandoAlmeida Manso 0$29$unknown
471$Rua Serpa Pinto 28$29$unknown
472$Rua da Figueira$29$unknown
473$Rua de Barrancos$29$unknown
474$Rua de Moura$29$unknown
475$Rua do Amparo 40$29$unknown
476$Ava da Praia$30$unknown
477$Avenida do Comércio$30$unknown
478$EM1100$30$unknown
479$EM1123$30$unknown
480$EM1160$30$unknown
481$EM1229$30$unknown
482$EM502$30$unknown
483$EM502-2$30$unknown
484$EN123$30$unknown
485$EN123-1$30$unknown
486$EN262$30$unknown
487$EN389$30$unknown
488$EN393$30$unknown
489$ER262$30$unknown
490$Estrada Monte da Soalheira$30$unknown
491$Praça Sousa Prado$30$unknown
492$Rua eng.o Amaro da Costa$30$unknown
493$EM1131$31$unknown
494$EM1132$31$unknown
495$EN261-4$31$unknown
496$EN263$31$unknown
497$Largo Vila de Garvão$31$unknown
498$AV.a DAS FORÇAS ARMADAS$32$unknown
499$Av. José Marti$32$unknown
500$EM514$32$unknown
501$EN255$32$unknown
502$EN260$32$unknown
503$EN265$32$unknown
504$EN392$32$unknown
505$ER258$32$unknown
506$ER385$32$unknown
507$Rua da Branca 10$32$unknown
508$Rua do Calvário 26$32$unknown
509$Rua dos Cavalos$32$unknown
510$Rua dos Lagares 17$32$unknown
511$EN258$33$unknown
512$Rua Candido dos Reis$33$unknown
513$Travessa do Olival$33$unknown
514$Avenida Senhor do Areal$34$unknown
515$Avenida da Cova$34$unknown
516$EM1250$34$unknown
517$EN205-3$34$unknown
518$RUA DAS AREIAS$34$unknown
519$Rua 20 de Janeiro$34$unknown
520$Rua S. Pedro Fins$34$unknown
521$Rua São Pedro de Fins$34$unknown
522$Rua da Cintura$34$unknown
523$Rua da Estrada Nacional 5$34$unknown
524$Rua da Tiravada$34$unknown
525$Rua de Santa Marta$34$unknown
526$Rua de Santo Amaro$34$unknown
527$Rua de São Bartolomeu$34$unknown
528$avenida entre cavado e homem$34$unknown
529$Av. João Duarte 440$35$unknown
530$Ava Central 270$35$unknown
531$Ava Divino Salvador 1002$35$unknown
532$Ava Paço Velho$35$unknown
533$Ava de Martim 396$35$unknown
534$Avenida Alcaídes Faria 315$35$unknown
535$Avenida Nossa Senhora Fátima 0$35$unknown
536$Avenida Nossa Senhora Fátima 00$35$unknown
537$Avenida Nossa Senhora Fátima 4$35$unknown
538$Avenida de Martim$35$unknown
539$Circular de Barcelos 00$35$unknown
540$EM306$35$unknown
541$EN204$35$unknown
542$Estrada Santa Marinha de Alheira$35$unknown
543$RUA COMBATENTES DOULTRAMAR$35$unknown
544$RUA DE FERREIROS$35$unknown
545$RUA DO RIO NEIVA$35$unknown
546$Rotunda Cibernética - Barcelos 0$35$unknown
547$Rotunda Cibernética 0$35$unknown
548$Rua António Braga$35$unknown
549$Rua Bajão 429$35$unknown
550$Rua Calçadas 374$35$unknown
551$Rua Calçadas 390$35$unknown
552$Rua Estrada da Praia$35$unknown
553$Rua Filipa Borges 638$35$unknown
554$Rua Frei de Perelhal$35$unknown
555$Rua João Lobarinhas$35$unknown
556$Rua Nossa Senhora do O$35$unknown
557$Rua Nova do Corujo 223$35$unknown
558$Rua Padre Eduardo LemosFerreira$35$unknown
559$Rua Principal 2713$35$unknown
560$Rua Principal Chorente$35$unknown
561$Rua Santa Eugénia 664$35$unknown
562$Rua Santa Marinha$35$unknown
563$Rua São Paio dos Principais$35$unknown
564$Rua São Pedro$35$unknown
565$Rua Zé do Rio 181$35$unknown
566$Rua da Barrosa$35$unknown
567$Rua da Estrada$35$unknown
568$Rua da Estrada Nacional 144$35$unknown
569$Rua da Estrada Real$35$unknown
570$Rua da Passagem$35$unknown
571$Rua de Quetóme$35$unknown
572$Rua de Real$35$unknown
573$Rua de S. Martinho$35$unknown
574$Rua de Santo Estevão$35$unknown
575$Rua de Sequeade 553$35$unknown
576$Rua de Soleiros$35$unknown
577$Rua de São Brás$35$unknown
578$Rua de São João$35$unknown
579$Rua do Divino Salvador 2600$35$unknown
580$Rua do Galo$35$unknown
581$Rua do Galo 89$35$unknown
582$Rua do Jardim$35$unknown
583$Rua do Olival$35$unknown
584$Rua doutor Aires Duarte 298$35$unknown
585$Santa Maria$35$unknown
586$Senhor dos Passos$35$unknown
587$Travessa de São Marcos$35$unknown
588$VARIANTE NACIONAL 103 00$35$unknown
589$rua Santiago de cossourado$35$unknown
590$rua da torrente$35$unknown
591$rua de ferreiros$35$unknown
592$rua de quintães$35$unknown
593$rua nossa senhora dos passos$35$unknown
594$rua professora carvalheira$35$unknown
595$Alameda Engenheiro AlbertoAmorim 0$36$unknown
596$Alameda Maria da Fonte 16$36$unknown
597$Arruamento de saida do RetailPark s/n$36$unknown
598$Av. Barros e Soares (E.N.no101)0$36$unknown
599$Av. General Carrilho da SilvaPinto$36$unknown
600$Ava Cávado 232$36$unknown
601$Ava Dr. António Palha 96$36$unknown
602$Ava General Carrilho da SilvaPinto$36$unknown
603$Ava João XXl 519$36$unknown
604$Ava Padre Júlio Fragata 0$36$unknown
605$Ava da Imaculada Conceição$36$unknown
606$Ava de S.Bento$36$unknown
607$Ava de Santana$36$unknown
608$Ava de São Pedro$36$unknown
609$Ava do Cavado 111$36$unknown
610$Ava do cavado$36$unknown
611$Avenida 31 de Janeiro 0$36$unknown
612$Avenida António Macedo 0$36$unknown
613$Avenida António Macedo S/N$36$unknown
614$Avenida António Macedo sobviaduto E.N. 101 1$36$unknown
615$Avenida Barros e Soares 123$36$unknown
616$Avenida Doutor António Palha 0$36$unknown
617$Avenida Doutor António Palha 15$36$unknown
618$Avenida Doutor Artur Soares s/n$36$unknown
619$Avenida Doutor Francisco SalgadoZenha 0$36$unknown
620$Avenida Doutor Porfirio da Silva no39/43$36$unknown
621$Avenida Doutor Porfirio da Silvas/n$36$unknown
622$Avenida Estádio 24$36$unknown
623$Avenida Frei Bartolomeu dosMártires 0$36$unknown
624$Avenida Frei Bartolomeu dosMártires 28$36$unknown
625$Avenida Frei Bartolomeu dosMártires 44$36$unknown
626$Avenida General Carrilho da SilvaPinto$36$unknown
627$Avenida General Norton de Matos110$36$unknown
628$Avenida Imaculada Conceição 0$36$unknown
629$Avenida Imaculada Conceição 00$36$unknown
630$Avenida Imaculada Conceição 162$36$unknown
631$Avenida Imaculada Conceição481$36$unknown
632$Avenida João Paulo II 0$36$unknown
633$Avenida João Paulo II 1$36$unknown
634$Avenida João Paulo II S/N$36$unknown
635$Avenida João XXI 0$36$unknown
636$Avenida João XXI 267$36$unknown
637$Avenida João XXI 46$36$unknown
638$Avenida Liberdade 0$36$unknown
639$Avenida Padre Júlio Fragata 0$36$unknown
640$Avenida Padre Júlio Fragata 11$36$unknown
641$Avenida Robert Smith 0$36$unknown
642$Avenida Robert Smith 00$36$unknown
643$Avenida do Càvado - Palmeira -Braga$36$unknown
644$Avenida dos Extermos -Gondizalves - Braga$36$unknown
645$EM309$36$unknown
646$EN103-2$36$unknown
647$EN103-3$36$unknown
648$EN205-4$36$unknown
649$EN309$36$unknown
650$Estrada Via Falperra 0$36$unknown
651$Estrada Via Falperra 353$36$unknown
652$Estrada das Lagarteiras$36$unknown
653$Largo 1o de Dezembro 0$36$unknown
654$Largo Estação 0$36$unknown
655$Largo Infias 0$36$unknown
656$Largo São João da Ponte 0$36$unknown
657$Largo de São João da Ponte 75$36$unknown
658$Praça Comércio 0$36$unknown
659$Praça Conde Agrolongo 0$36$unknown
660$Praça Conselheiro Torres deAlmeida 0$36$unknown
661$Praça do Bocage 45$36$unknown
662$RUA DE GAIÃO - AVELEDA -BRAGA$36$unknown
663$RUA DO PEDREGAL - SEQUEIRA -BRAGA$36$unknown
664$RUA ESPESSANDES$36$unknown
665$Rotunda Santos da Cunha s/n$36$unknown
666$Rotunda da Confeiteira 0$36$unknown
667$Rotunda das Piscinas 0$36$unknown
668$Rua Adelina Caravana 0$36$unknown
669$Rua António Antunes Cabral 17$36$unknown
670$Rua Barbosas 215$36$unknown
671$Rua Beato Miguel de Carvalho 0$36$unknown
672$Rua Caires 0$36$unknown
673$Rua Caires 00$36$unknown
674$Rua Cidade do Porto 0$36$unknown
675$Rua Cidade do Porto 92$36$unknown
676$Rua Combatentes do Ultramar 0$36$unknown
677$Rua Conselheiro Bento Miguel 0$36$unknown
678$Rua Conselheiro Januário 0$36$unknown
679$Rua Conselheiro Lobato 0$36$unknown
680$Rua Conselheiro Lobato 567$36$unknown
