Dimension1,Dimension2,Dimension3,Dimension4,Dimension5,Dimension6,Dimension7,Dimension8,Dimension9,Dimension10,Label
0.3326968899042917,0.25612588537869513,-0.6305703415224007,-0.2950712940460106,-0.5926651624773456,-0.11252970947547533,1.464624170268479,-0.7430429006273076,0.1830496623112789,0.3341288038122933,0.0
-0.3407000595899055,-1.0571296092911908,-0.17201305149588098,-0.8676265011105557,-0.9194938473628784,-1.1130323214101991,-0.1186111818060693,0.8180661746299823,-0.3125172790474045,0.2096782822276282,1.0
4.419507110680216,-0.895781180727978,-1.8847375419732868,0.23676511484502316,2.083188117588977,2.472468945014833,-0.36197499994367077,-0.8733340225689097,-1.3524259793429838,-0.6378205831198993,0.0
3.510006671299859,-2.5069741207342977,-0.36675691233151647,-0.36953424687196407,1.0679409796677033,-0.3153309005154793,1.4752834622513356,-1.0304213806341425,-1.3950654382859924,-0.362226063344572,0.0
1.7996081449489412,-0.4943123779937158,-1.029849130064423,-0.6223878119154198,0.5713065607985699,-0.2611652676425132,0.49305896147342293,0.09015100399789519,-1.5411084784807754,-0.7375507881723374,0.0
1.006806129355621,-1.0028295261004123,-0.07454930828989492,0.6481847407831026,-0.11958587413299838,0.15786357172478258,-0.7694528702963469,-0.5795130589591152,0.2879955373993317,-0.4596170307392217,1.0
3.231611068115434,2.72544791465521,-2.858789887728499,-0.2327086121393186,-3.9065314803630318,0.7515405887077617,-0.6180992940266001,-0.22232243898998072,-1.0848106036038452,1.0680760531865903,1.0
-5.722511360577018,1.9856797246640627,0.4155750633741743,-0.09562371595048005,-0.5016015797457049,0.38909778661283256,1.604698936895838,-0.8664121974021538,0.28186984753849176,0.8556078684955796,0.0
-2.0234429594055214,1.7812071603400872,-0.9141101903169453,1.509620336850024,-0.5230488554171489,-0.03692535741156223,1.032612441497942,0.019177799258841683,-0.23614850070491508,0.1365068338849867,0.0
-2.6369197015654433,-0.26150708619208096,0.2580559835924181,1.3862233562520965,0.38875654393976183,0.060455290732808004,-0.2263106720101989,0.5214732381248306,-0.4739995706786226,-0.26678882799618303,0.0
5.831829718516264,-1.2865549118920911,0.058170926050817195,3.6800626027772365,0.5266163406693259,0.1475822661651248,0.26339206618765043,-0.3224014165367608,-0.6395391710772699,0.927026740673046,1.0
-2.0650529790445193,1.436037947054544,0.5240717178117223,1.2921341082344366,1.0710021432221903,-1.6933400306376603,-0.44358030124200026,-0.16854896302559405,-0.45484615528321315,-0.2335680465288379,0.0
-0.137417340447283,-1.1179113420577644,0.42236281151725436,0.8460310050679072,-0.18650783427290626,-0.05674955598408236,-0.8311672061330775,-0.5306374089454204,0.8104688461913873,-0.4921638617708117,1.0
-0.05503552931532143,-1.1367888601191543,0.8987727573036848,-1.046118932250581,0.39402687906408806,-0.0024025480991163362,-0.24604914861746902,-0.41301211028614015,0.39615823846034987,1.1354959889397669,1.0
0.9666003949108062,0.5295041070666273,-0.5828774876487356,-2.016771189466088,1.1352863860942444,-1.2876063282033123,1.2880189773161184,0.6213528164383701,0.09877103689211403,1.121221358149661,0.0
-4.936969318137896,0.7467287257909587,0.7362186972407325,-0.14878751604845172,0.806464904644829,-0.31117676940897315,-0.23689098984068688,0.6278942328479451,-0.5988197330690147,-0.04370257583032089,0.0
6.396210000795398,-0.42000176685980073,-0.5672913465170166,1.5397936891105888,0.8123123710544905,-0.8762446534839321,-0.14461442624280257,-0.19301318284219202,1.3566030260128459,0.11087695295170528,1.0
2.9692132872193477,1.8244099991734422,-2.149799725456916,-0.30717575341162406,-1.1955663500406624,0.6967493723954369,-0.5591569186555843,1.0667560812229693,0.3731122988864799,-0.1742790369639515,1.0
-0.3310994331853964,1.389379320891493,-1.259841725457496,-3.0436476879062218,-1.2215862409778706,0.2735549325649132,0.557464199978852,-0.1561038933285691,0.36193332450948223,-0.3900219935556231,1.0
0.5039938735914326,-1.3832619778409867,0.06291985762747465,-0.3010918483176265,0.5839112952909014,0.2617708893658563,-0.06320468077890982,-0.2874796464448828,0.32652912615307483,0.10819340565563401,1.0
